('https://image1.ljcdn.com/440100-inspection/ecd5e07c-7366-49a6-9dad-f038f17b543f.JPG.296x216.jpg', '富力金港城 精装双证四房', '富力金港城  | 4室2厅 | 80.92平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2012年建塔楼  -  花东镇', '105万', '单价12976元/平米')
('https://image1.ljcdn.com/440100-inspection/f785bc9f-ca6a-4f7d-9e91-7e8602c8a6c4.JPG.296x216.jpg', '富力金港城 精装双证四房', '富力金港城  | 4室2厅 | 62平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2012年建塔楼  -  花东镇', '85万', '单价13710元/平米')
('https://image1.ljcdn.com/440100-inspection/ad107c71-bda6-4c06-9143-e62163c2cc96.jpg.296x216.jpg', '富力金港城 南北通透 双证四房带主套', '富力金港城  | 4室2厅 | 81.17平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建塔楼  -  花东镇', '102万', '单价12567元/平米')
('https://image1.ljcdn.com/440100-inspection/c868706e-dcd2-4fcb-a01a-a0c24e1b6652.jpg.296x216.jpg', '富力金港城 南北通透 双证四房带主套', '富力金港城  | 4室1厅 | 61.87平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建塔楼  -  花东镇', '78万', '单价12608元/平米')
('https://image1.ljcdn.com/440100-inspection/e01545fc-c024-416f-81d3-672b892f21b8.JPG.296x216.jpg', '区繁华地段 地铁口', '花城路  | 2室1厅 | 68平米 | 南 | 其他', '中楼层(共8层)塔楼  -  旧区', '85万', '单价12500元/平米')
('https://image1.ljcdn.com/440100-inspection/10e59a5a-2283-4019-924b-5cec855555b3.JPG.296x216.jpg', '学府南苑 位置安静 采光好 满两年', '云峰学府花园学府南苑  | 2室1厅 | 71.8平米 | 西北 | 其他', '中楼层(共8层)塔楼  -  狮岭', '124万', '单价17271元/平米')
('https://image1.ljcdn.com/440100-inspection/4dfdf352-e96a-4f49-8bc6-c82ef363171b.JPG.296x216.jpg', '金都花园 四房带装修 南向采光好', '金都花园  | 4室2厅 | 115.57平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1995年建塔楼  -  铁路西', '150万', '单价12980元/平米')
('https://image1.ljcdn.com/440100-inspection/4ef145ed-7e3f-4487-96a4-3631e66a6f31.JPG.296x216.jpg', '保利标准精装三房 家具家电齐全 够两年', '保利花城花园  | 3室2厅 | 118.5平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2013年建塔楼  -  旧区', '332万', '单价28017元/平米')
('https://image1.ljcdn.com/440100-inspection/6535249f-33ee-444d-8ce5-1bab00a23cc4.JPG.296x216.jpg', '合和新城 2室2厅 190万', '合和新城  | 2室2厅 | 64.5平米 | 南 | 简装 | 有电梯', '中楼层(共15层)2011年建塔楼  -  旧区', '190万', '单价29458元/平米')
('https://image1.ljcdn.com/440100-inspection/d175462c-56c9-47c9-93b8-7da1e92b4e2b.JPG.296x216.jpg', '富力金港城 2室2厅 127万', '富力金港城  | 2室2厅 | 79平米 | 北 | 其他 | 有电梯', '低楼层(共11层)2013年建塔楼  -  花东镇', '127万', '单价16076元/平米')
('https://image1.ljcdn.com/440100-inspection/f0817834-6287-4840-a4a5-5445aa247d56.JPG.296x216.jpg', '双证物业  花园小区  坏境优美，舒适，安静，停车方便', '天马河国际公馆蓝色天马河  | 3室2厅 | 39.75平米 | 东北 | 其他 | 有电梯', '中楼层(共34层)2007年建塔楼  -  铁路西', '62万', '单价15598元/平米')
('https://image1.ljcdn.com/440100-inspection/a4b467fd-78dc-4466-9801-100a3f761362.JPG.296x216.jpg', '风神公社 毛坯三房出售', '风神公社  | 1室1厅 | 56.79平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)塔楼  -  新区', '95.5万', '单价16815元/平米')
('https://image1.ljcdn.com/440100-inspection/a6e90ba0-2710-4f60-a632-c5bdd4eb57e7.JPG.296x216.jpg', '双证物业 格局方正 花园小区 坏境优美 安静舒适', '天马河国际公馆蓝色天马河  | 3室2厅 | 92.45平米 | 东北 | 其他 | 有电梯', '中楼层(共34层)2007年建塔楼  -  铁路西', '148万', '单价16009元/平米')
('https://image1.ljcdn.com/440100-inspection/310e6c77-6537-4dfd-aba2-7acfee7254b9.JPG.296x216.jpg', '风神公社 毛坯三房出售', '风神公社  | 3室2厅 | 91.89平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)塔楼  -  新区', '154.6万', '单价16815元/平米')
('https://image1.ljcdn.com/440100-inspection/6e8e92af-f5d2-4c50-afc7-e58bc6cd7f32.JPG.296x216.jpg', '雅宝新城 精装3房2卫 入户花园 证满2年', '雅宝新城名门世家  | 3室2厅 | 139.97平米 | 北 | 其他 | 有电梯', '高楼层(共28层)2012年建塔楼  -  狮岭', '275万', '单价19648元/平米')
('https://image1.ljcdn.com/440100-inspection/c3ae0385-e9d7-4eaf-8557-d53371e0a8f4.JPG.296x216.jpg', '南华时代城 毛坯 6房 前后带花园 南向', '南华时代城  | 5室2厅 | 200平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共1层)2010年建塔楼  -  铁路西', '500万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/ec867159-cec3-4968-be01-dae934e8c783.JPG.296x216.jpg', '保利城花园塞汶西街 4室2厅 320万', '保利城花园塞汶西街  | 4室2厅 | 172.03平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)塔楼  -  新区', '320万', '单价18602元/平米')
('https://image1.ljcdn.com/440100-inspection/4117a1fe-8ac6-4428-b53d-25825bf561a7.jpg.296x216.jpg', '保利城花园 中高层四房 南北通风', '保利城花园塞汶西街  | 4室2厅 | 155平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)平房  -  新区', '310万', '单价20000元/平米')
('', '新华路 温馨四房 公园园景房 望湖景', '新华路  | 4室2厅 | 116平米 | 南 北 | 其他', '高楼层(共9层)塔楼  -  旧区', '116万', '单价10000元/平米')
('https://image1.ljcdn.com/440100-inspection/237fdd18-6cbf-4c5c-89f4-c5b08653fa06.JPG.296x216.jpg', '锦尚名苑南北通透小洋房 居住舒适 养生 来电约起吧', '锦尚名苑  | 3室2厅 | 130.44平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建塔楼  -  旧区', '290万', '单价22233元/平米')
('https://image1.ljcdn.com/440100-inspection/11f0d3d5-5631-40dd-9b0e-b3ae87131034.JPG.296x216.jpg', '区繁华地段 地铁口', '花城路  | 2室1厅 | 68平米 | 南 | 其他', '中楼层(共8层)塔楼  -  旧区', '91万', '单价13383元/平米')
('https://image1.ljcdn.com/440100-inspection/b29f4c2a-1fc5-41fd-8350-e223c0d4a040.JPG.296x216.jpg', '复式物业 格局方正 花园小区 交通方便', '嘉逸华庭  | 4室2厅 | 156.66平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2005年建塔楼  -  铁路西', '350万', '单价22342元/平米')
('https://image1.ljcdn.com/440100-inspection/a6e57a0b-9df1-4375-b210-372ef97a9fe1.JPG.296x216.jpg', '合和新城 2室2厅 180万', '合和新城  | 2室2厅 | 68.64平米 | 北 | 精装 | 有电梯', '低楼层(共15层)塔楼  -  旧区', '180万', '单价26224元/平米')
('https://image1.ljcdn.com/440100-inspection/eaab9f6b-a5dd-485b-a50e-5c1107165441.JPG.296x216.jpg', '祈福万景峰祈福天龙苑 2室2厅 160万', '祈福万景峰祈福天龙苑  | 2室2厅 | 75.38平米 | 南 | 其他', '中楼层(共27层)2014年建塔楼  -  铁路西', '160万', '单价21226元/平米')
('https://image1.ljcdn.com/440100-inspection/ab95fffd-d43f-4925-9903-a20da15e5f6c.JPG.296x216.jpg', '合和新城 1室2厅 175万', '合和新城  | 1室2厅 | 58平米 | 西北 | 精装 | 有电梯', '高楼层(共15层)2011年建塔楼  -  旧区', '175万', '单价30173元/平米')
('https://image1.ljcdn.com/440100-inspection/9c516236-6586-440e-82f2-a1c48a3d8267.JPG.296x216.jpg', '富力金港城 1室1厅 80万', '富力金港城  | 1室1厅 | 50.22平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2012年建塔楼  -  花东镇', '80万', '单价15930元/平米')
('https://image1.ljcdn.com/440100-inspection/6d9042b3-cdb0-482c-b1d0-5a2cd7b6e2d4.JPG.296x216.jpg', '精装修 环境优美 位置安静  通风好', '富力金港城  | 2室1厅 | 83.43平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2013年建塔楼  -  花东镇', '130万', '单价15582元/平米')
('https://image1.ljcdn.com/440100-inspection/3d056646-c7bf-44b3-87cc-4f8c5a6bca8d.JPG.296x216.jpg', '宜华居 3室2厅 168万', '宜华居  | 3室2厅 | 101.55平米 | 南 北 | 精装', '低楼层(共9层)塔楼  -  旧区', '168万', '单价16544元/平米')
('https://image1.ljcdn.com/440100-inspection/c1f0491e-bb93-4832-ac5c-bd54546aa712.JPG.296x216.jpg', '富力金港城 精美3房 电梯高层 南向', '富力金港城  | 3室1厅 | 92.83平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  花东镇', '156万', '单价16805元/平米')
('https://image1.ljcdn.com/440100-inspection/56fe09cd-c311-4be5-852c-3f39dccb3b72.JPG.296x216.jpg', '雅宝新城英伦世家 2室2厅 195万', '雅宝新城英伦世家  | 2室2厅 | 97平米 | 东 西 | 其他 | 有电梯', '高楼层(共26层)2012年建塔楼  -  狮岭', '195万', '单价20104元/平米')
('https://image1.ljcdn.com/440100-inspection/2d0c516c-5401-4005-adb0-14d4bf9eeb48.jpg.296x216.jpg', '南航花园 2室2厅 275万', '南航花园  | 2室2厅 | 101平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2001年建塔楼  -  旧区', '275万', '单价27228元/平米')
('https://image1.ljcdn.com/440100-inspection/b226695b-9608-4894-9faa-14056cdc6b6a.jpg.296x216.jpg', '达明阁 3室出售', '达明阁  | 3室2厅 | 108平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)塔楼  -  铁路西', '182万', '单价16852元/平米')
('https://image1.ljcdn.com/440100-inspection/f26285b5-fff2-498e-8de1-728280d190b4.jpg.296x216.jpg', '贝沙湾带大露台带花园 送全屋家私家电', '中国美林湖贝沙湾  | 2室2厅 | 111.74平米 | 西北 | 其他', '低楼层(共18层)塔楼  -  山前大道', '100万', '单价8950元/平米')
('https://image1.ljcdn.com/440100-inspection/aec868cf-0d8c-4ba8-a2f6-207d650e2bac.JPG.296x216.jpg', '雅宝新城 高档品质小区 环境优美', '雅宝新城英伦世家  | 3室2厅 | 96.55平米 | 南 | 简装 | 有电梯', '中楼层(共26层)2012年建塔楼  -  狮岭', '180万', '单价18644元/平米')
('https://image1.ljcdn.com/440100-inspection/a5c78596-8dde-46cc-8dfd-13fdfe5e3ceb.jpg.296x216.jpg', '保利花城 新装修 户型方正 南北通透', '保利花城花园  | 3室2厅 | 122.17平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2013年建塔楼  -  旧区', '317.7万', '单价26000元/平米')
('https://image1.ljcdn.com/440100-inspection/76abef62-5be2-462f-8cf2-4aaed7755261.jpg.296x216.jpg', '雅居乐锦城，毛坯房，大三房户型好', '雅居乐锦城花漾集  | 3室2厅 | 116平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2008年建塔楼  -  铁路西', '217万', '单价18707元/平米')
('https://image1.ljcdn.com/440100-inspection/9735441e-8f27-4e1f-944f-319069f4d4be.JPG.296x216.jpg', '馨庭花园 东南向 电梯高层', '馨庭花园  | 2室2厅 | 73平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2006年建塔楼  -  旧区', '200万', '单价27398元/平米')
('https://image1.ljcdn.com/440100-inspection/9b940466-38b3-4660-b257-d84a0879645c.jpg.296x216.jpg', '祈福辉煌台 电梯高层 户型方正', '祈福辉煌台  | 3室2厅 | 117平米 | 北 | 其他 | 有电梯', '中楼层(共28层)2009年建塔楼  -  铁路西', '230万', '单价19659元/平米')
('https://image1.ljcdn.com/440100-inspection/a18f2b45-c72e-4509-a68e-11136a988fa8.jpg.296x216.jpg', '富力金港城 精美2房 电梯中高层', '富力金港城  | 2室2厅 | 83.4平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2014年建塔楼  -  花东镇', '125万', '单价14989元/平米')
('https://image1.ljcdn.com/440100-inspection/d7fde71b-b914-4958-8966-b294a2c43891.JPG.296x216.jpg', '保利高尔夫郡精装三房', '保利高尔夫郡  | 3室2厅 | 119.14平米 | 东南 | 其他', '中楼层(共32层)塔楼  -  新区', '238万', '单价19977元/平米')
('https://image1.ljcdn.com/440100-inspection/07c42078-68a6-4213-a134-562761ba8dbf.jpg.296x216.jpg', '雅居乐雍华庭 大三房 笋盘发售', '雅居乐雍华廷  | 3室2厅 | 97平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2002年建塔楼  -  旧区', '240万', '单价24743元/平米')
('https://image1.ljcdn.com/440100-inspection/b8f898f0-8d22-4039-93fc-c733c1e8bdbc.JPG.296x216.jpg', '富力金港城 精装两房', '富力金港城  | 2室2厅 | 82.73平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2012年建塔楼  -  花东镇', '125万', '单价15110元/平米')
('https://image1.ljcdn.com/440100-inspection/b3037fd6-12a7-42f1-9c22-73dc127cbb7d.jpg.296x216.jpg', '翠华花园 交通便利 格局好 小区环境好', '翠华花园  | 3室2厅 | 105.72平米 | 北 | 其他 | 无电梯', '低楼层(共7层)2006年建塔楼  -  铁路西', '175万', '单价16554元/平米')
('https://image1.ljcdn.com/440100-inspection/e4987baa-dfb6-482b-bdda-dc35fce250fb.jpg.296x216.jpg', '雅居乐 精装修 户型方正 大三房', '雅居乐雍华廷  | 3室2厅 | 122.91平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  旧区', '360万', '单价29290元/平米')
('https://image1.ljcdn.com/440100-inspection/80a18951-b578-41fe-9f63-d6078c7014cf.JPG.296x216.jpg', '翠华花园  温馨两房 小区管理 地铁口', '翠华花园  | 2室1厅 | 83.56平米 | 北 | 其他 | 无电梯', '中楼层(共8层)2006年建塔楼  -  铁路西', '145万', '单价17353元/平米')
('https://image1.ljcdn.com/440100-inspection/209a2ca0-2cba-4f79-9712-a17138f78547.JPG.296x216.jpg', '富丽花园 2室2厅 90万', '富丽花园  | 2室2厅 | 77.63平米 | 南 | 其他 | 无电梯', '高楼层(共9层)2001年建塔楼  -  铁路西', '90万', '单价11594元/平米')
('https://image1.ljcdn.com/440100-inspection/ef18ad65-e651-477f-b132-7893e0eb2a6c.jpg.296x216.jpg', '毛坯 南向 3房出售', '豪利花园  | 3室2厅 | 99.52平米 | 南 | 毛坯 | 有电梯', '低楼层(共16层)2002年建塔楼  -  新区', '238万', '单价23915元/平米')
('https://image1.ljcdn.com/440100-inspection/ce15c4c5-bcca-4627-9689-ba52a4ea35b1.JPG.296x216.jpg', '祈福辉煌台 4室2厅 350万', '祈福辉煌台  | 4室2厅 | 142.94平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2012年建塔楼  -  铁路西', '350万', '单价24486元/平米')
('https://image1.ljcdn.com/440100-inspection/3a3e177b-9a0a-4cbf-b6ca-0d6abe43b2d7.jpg.296x216.jpg', '天马河壹号 交通便利 南向 精装', '天马河壹号信升御景豪庭  | 2室2厅 | 76.52平米 | 南 | 其他', '中楼层(共11层)塔楼  -  铁路西', '165万', '单价21563元/平米')
('https://image1.ljcdn.com/440100-inspection/62405a11-b0f9-4763-ad1f-acad43561ca0.jpg.296x216.jpg', '永大新城出售三房 精装修', '永大新城  | 3室2厅 | 109.21平米 | 东北 | 简装', '低楼层(共9层)塔楼  -  旧区', '205万', '单价18772元/平米')
('https://image1.ljcdn.com/440100-inspection/90aa0ed6-16ca-4546-b156-eb671518ee2c.JPG.296x216.jpg', '富力金港城 2室2厅 120万', '富力金港城  | 2室2厅 | 83.15平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2014年建塔楼  -  花东镇', '120万', '单价14432元/平米')
('https://image1.ljcdn.com/440100-inspection/eda1f216-6091-4f1e-87b0-d6b56b0329fb.JPG.296x216.jpg', '合景天湖峰镜 双证四房 格局方正', '合景天湖峰境  | 4室2厅 | 170平米 | 南 | 其他', '中楼层(共28层)2010年建塔楼  -  北兴镇', '140万', '单价8236元/平米')
('', '雅居乐锦城毛坯四房 产权清晰 没有按揭', '雅居乐锦城花间集  | 1室2厅 | 64.38平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2008年建塔楼  -  铁路西', '159万', '单价24698元/平米')
('https://image1.ljcdn.com/440100-inspection/244f8a2a-1aa6-4814-8b72-4697cf2a6ff4.jpg.296x216.jpg', '雅居乐锦城  带装修 带家电 满两年', '雅居乐锦城花语集  | 2室1厅 | 82平米 | 南 北 | 其他 | 有电梯', '低楼层(共25层)2008年建塔楼  -  铁路西', '185万', '单价22561元/平米')
('https://image1.ljcdn.com/440100-inspection/0c91204e-2dc3-40a3-853b-3b40ee991e87.JPG.296x216.jpg', '雅居乐锦城 实用三房 南北向 通风采光', '雅居乐锦城花漾集  | 3室1厅 | 92.34平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2008年建塔楼  -  铁路西', '196万', '单价21226元/平米')
('https://image1.ljcdn.com/440100-inspection/f07e0134-109a-4fec-a9cc-1e6134e06926.JPG.296x216.jpg', '雅居乐锦城花漾集房子诚意出售', '雅居乐锦城花漾集  | 3室2厅 | 92平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2008年建塔楼  -  铁路西', '173万', '单价18805元/平米')
('https://image1.ljcdn.com/440100-inspection/0f385804-cc10-46a6-8835-db2a45320399.jpg.296x216.jpg', '雅居乐锦城花冠集 精装3房 南向', '雅居乐锦城花冠集  | 3室2厅 | 94.54平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2008年建塔楼  -  铁路西', '192万', '单价20309元/平米')
('https://image1.ljcdn.com/440100-inspection/83b440aa-79d3-495e-a18d-3af53761f3d4.JPG.296x216.jpg', '富力金港城 两房 送家私家电', '富力金港城  | 2室2厅 | 79.89平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2012年建塔楼  -  花东镇', '120万', '单价15021元/平米')
('https://image1.ljcdn.com/440100-inspection/69a96076-d6bb-4e30-b92d-c8c4a9d9ef34.JPG.296x216.jpg', '精装大两房 通风好 采光足', '富力金港城  | 2室2厅 | 82.36平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2014年建塔楼  -  花东镇', '128万', '单价15542元/平米')
